name,sku,basePrice,compareAtPrice,stockOnHand,categoryName,brandName,shortDescription,description,imageUrl
Cotton Kaftan Navy,GRS-0360,45,55,0,Apparel & clothing,Aysel Tekstil,Cotton kaftan in navy,Handcrafted cotton kaftan finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/cotton-kaftan-navy-360-1/600/600|https://picsum.photos/seed/cotton-kaftan-navy-360-2/600/600|https://picsum.photos/seed/cotton-kaftan-navy-360-3/600/600
Wool Throw Burgundy,GRS-0361,58,,17,Textiles & home,Bursa Atelier,Wool throw in burgundy,Handcrafted wool throw finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/wool-throw-burgundy-361-1/600/600|https://picsum.photos/seed/wool-throw-burgundy-361-2/600/600|https://picsum.photos/seed/wool-throw-burgundy-361-3/600/600|https://picsum.photos/seed/wool-throw-burgundy-361-4/600/600
Denim Bracelet Navy,GRS-0362,71,,34,Accessories,Anatolia Co.,Denim bracelet in navy,Handcrafted denim bracelet finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/denim-bracelet-navy-362-1/600/600|https://picsum.photos/seed/denim-bracelet-navy-362-2/600/600|https://picsum.photos/seed/denim-bracelet-navy-362-3/600/600
Canvas Sneakers Burgundy,GRS-0363,84,109,51,Footwear,House label,Canvas sneakers in burgundy,Handcrafted canvas sneakers finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/canvas-sneakers-burgundy-363-1/600/600|https://picsum.photos/seed/canvas-sneakers-burgundy-363-2/600/600|https://picsum.photos/seed/canvas-sneakers-burgundy-363-3/600/600|https://picsum.photos/seed/canvas-sneakers-burgundy-363-4/600/600
Silk Crossbody Bag Navy,GRS-0364,97,,68,Bags & leather goods,Aysel Tekstil,Silk crossbody bag in navy,Handcrafted silk crossbody bag finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/silk-crossbody-bag-navy-364-1/600/600|https://picsum.photos/seed/silk-crossbody-bag-navy-364-2/600/600|https://picsum.photos/seed/silk-crossbody-bag-navy-364-3/600/600
Suede Shirt Burgundy,GRS-0365,110,,85,Apparel & clothing,Bursa Atelier,Suede shirt in burgundy,Handcrafted suede shirt finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/suede-shirt-burgundy-365-1/600/600|https://picsum.photos/seed/suede-shirt-burgundy-365-2/600/600|https://picsum.photos/seed/suede-shirt-burgundy-365-3/600/600|https://picsum.photos/seed/suede-shirt-burgundy-365-4/600/600
Velvet Towel Navy,GRS-0366,123,163,102,Textiles & home,Anatolia Co.,Velvet towel in navy,Handcrafted velvet towel finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/velvet-towel-navy-366-1/600/600|https://picsum.photos/seed/velvet-towel-navy-366-2/600/600|https://picsum.photos/seed/velvet-towel-navy-366-3/600/600
Linen Sunglasses Burgundy,GRS-0367,136,,119,Accessories,House label,Linen sunglasses in burgundy,Handcrafted linen sunglasses finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/linen-sunglasses-burgundy-367-1/600/600|https://picsum.photos/seed/linen-sunglasses-burgundy-367-2/600/600|https://picsum.photos/seed/linen-sunglasses-burgundy-367-3/600/600|https://picsum.photos/seed/linen-sunglasses-burgundy-367-4/600/600
Leather Boots Navy,GRS-0368,149,,16,Footwear,Aysel Tekstil,Leather boots in navy,Handcrafted leather boots finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/leather-boots-navy-368-1/600/600|https://picsum.photos/seed/leather-boots-navy-368-2/600/600|https://picsum.photos/seed/leather-boots-navy-368-3/600/600
Cashmere Clutch Burgundy,GRS-0369,162,177,33,Bags & leather goods,Bursa Atelier,Cashmere clutch in burgundy,Handcrafted cashmere clutch finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/cashmere-clutch-burgundy-369-1/600/600|https://picsum.photos/seed/cashmere-clutch-burgundy-369-2/600/600|https://picsum.photos/seed/cashmere-clutch-burgundy-369-3/600/600|https://picsum.photos/seed/cashmere-clutch-burgundy-369-4/600/600
Cotton Kaftan Navy,GRS-0370,175,,50,Apparel & clothing,Anatolia Co.,Cotton kaftan in navy,Handcrafted cotton kaftan finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/cotton-kaftan-navy-370-1/600/600|https://picsum.photos/seed/cotton-kaftan-navy-370-2/600/600|https://picsum.photos/seed/cotton-kaftan-navy-370-3/600/600
Wool Table Runner Burgundy,GRS-0371,188,,67,Textiles & home,House label,Wool table runner in burgundy,Handcrafted wool table runner finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/wool-table-runner-burgundy-371-1/600/600|https://picsum.photos/seed/wool-table-runner-burgundy-371-2/600/600|https://picsum.photos/seed/wool-table-runner-burgundy-371-3/600/600|https://picsum.photos/seed/wool-table-runner-burgundy-371-4/600/600
Denim Belt Navy,GRS-0372,15,45,84,Accessories,Aysel Tekstil,Denim belt in navy,Handcrafted denim belt finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/denim-belt-navy-372-1/600/600|https://picsum.photos/seed/denim-belt-navy-372-2/600/600|https://picsum.photos/seed/denim-belt-navy-372-3/600/600
Canvas Loafers Burgundy,GRS-0373,28,,101,Footwear,Bursa Atelier,Canvas loafers in burgundy,Handcrafted canvas loafers finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/canvas-loafers-burgundy-373-1/600/600|https://picsum.photos/seed/canvas-loafers-burgundy-373-2/600/600|https://picsum.photos/seed/canvas-loafers-burgundy-373-3/600/600|https://picsum.photos/seed/canvas-loafers-burgundy-373-4/600/600
Silk Wallet Navy,GRS-0374,41,,118,Bags & leather goods,Anatolia Co.,Silk wallet in navy,Handcrafted silk wallet finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/silk-wallet-navy-374-1/600/600|https://picsum.photos/seed/silk-wallet-navy-374-2/600/600|https://picsum.photos/seed/silk-wallet-navy-374-3/600/600
Suede Shirt Burgundy,GRS-0375,54,99,15,Apparel & clothing,House label,Suede shirt in burgundy,Handcrafted suede shirt finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/suede-shirt-burgundy-375-1/600/600|https://picsum.photos/seed/suede-shirt-burgundy-375-2/600/600|https://picsum.photos/seed/suede-shirt-burgundy-375-3/600/600|https://picsum.photos/seed/suede-shirt-burgundy-375-4/600/600
Velvet Wrap Navy,GRS-0376,67,,32,Textiles & home,Aysel Tekstil,Velvet wrap in navy,Handcrafted velvet wrap finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/velvet-wrap-navy-376-1/600/600|https://picsum.photos/seed/velvet-wrap-navy-376-2/600/600|https://picsum.photos/seed/velvet-wrap-navy-376-3/600/600
Linen Necklace Burgundy,GRS-0377,80,,49,Accessories,Bursa Atelier,Linen necklace in burgundy,Handcrafted linen necklace finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/linen-necklace-burgundy-377-1/600/600|https://picsum.photos/seed/linen-necklace-burgundy-377-2/600/600|https://picsum.photos/seed/linen-necklace-burgundy-377-3/600/600|https://picsum.photos/seed/linen-necklace-burgundy-377-4/600/600
Leather Sandals Navy,GRS-0378,93,113,66,Footwear,Anatolia Co.,Leather sandals in navy,Handcrafted leather sandals finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/leather-sandals-navy-378-1/600/600|https://picsum.photos/seed/leather-sandals-navy-378-2/600/600|https://picsum.photos/seed/leather-sandals-navy-378-3/600/600
Cashmere Backpack Burgundy,GRS-0379,106,,83,Bags & leather goods,House label,Cashmere backpack in burgundy,Handcrafted cashmere backpack finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/cashmere-backpack-burgundy-379-1/600/600|https://picsum.photos/seed/cashmere-backpack-burgundy-379-2/600/600|https://picsum.photos/seed/cashmere-backpack-burgundy-379-3/600/600|https://picsum.photos/seed/cashmere-backpack-burgundy-379-4/600/600
Cotton Kaftan Navy,GRS-0380,119,,100,Apparel & clothing,Aysel Tekstil,Cotton kaftan in navy,Handcrafted cotton kaftan finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/cotton-kaftan-navy-380-1/600/600|https://picsum.photos/seed/cotton-kaftan-navy-380-2/600/600|https://picsum.photos/seed/cotton-kaftan-navy-380-3/600/600
Wool Bedsheet Burgundy,GRS-0381,132,167,117,Textiles & home,Bursa Atelier,Wool bedsheet in burgundy,Handcrafted wool bedsheet finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/wool-bedsheet-burgundy-381-1/600/600|https://picsum.photos/seed/wool-bedsheet-burgundy-381-2/600/600|https://picsum.photos/seed/wool-bedsheet-burgundy-381-3/600/600|https://picsum.photos/seed/wool-bedsheet-burgundy-381-4/600/600
Denim Gloves Navy,GRS-0382,145,,14,Accessories,Anatolia Co.,Denim gloves in navy,Handcrafted denim gloves finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/denim-gloves-navy-382-1/600/600|https://picsum.photos/seed/denim-gloves-navy-382-2/600/600|https://picsum.photos/seed/denim-gloves-navy-382-3/600/600
Canvas Heels Burgundy,GRS-0383,158,,31,Footwear,House label,Canvas heels in burgundy,Handcrafted canvas heels finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/canvas-heels-burgundy-383-1/600/600|https://picsum.photos/seed/canvas-heels-burgundy-383-2/600/600|https://picsum.photos/seed/canvas-heels-burgundy-383-3/600/600|https://picsum.photos/seed/canvas-heels-burgundy-383-4/600/600
Silk Tote Navy,GRS-0384,171,181,48,Bags & leather goods,Aysel Tekstil,Silk tote in navy,Handcrafted silk tote finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/silk-tote-navy-384-1/600/600|https://picsum.photos/seed/silk-tote-navy-384-2/600/600|https://picsum.photos/seed/silk-tote-navy-384-3/600/600
Suede Shirt Burgundy,GRS-0385,184,,65,Apparel & clothing,Bursa Atelier,Suede shirt in burgundy,Handcrafted suede shirt finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/suede-shirt-burgundy-385-1/600/600|https://picsum.photos/seed/suede-shirt-burgundy-385-2/600/600|https://picsum.photos/seed/suede-shirt-burgundy-385-3/600/600|https://picsum.photos/seed/suede-shirt-burgundy-385-4/600/600
Velvet Cushion Cover Navy,GRS-0386,197,,82,Textiles & home,Anatolia Co.,Velvet cushion cover in navy,Handcrafted velvet cushion cover finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/velvet-cushion-cover-navy-386-1/600/600|https://picsum.photos/seed/velvet-cushion-cover-navy-386-2/600/600|https://picsum.photos/seed/velvet-cushion-cover-navy-386-3/600/600
Linen Earrings Burgundy,GRS-0387,24,49,99,Accessories,House label,Linen earrings in burgundy,Handcrafted linen earrings finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/linen-earrings-burgundy-387-1/600/600|https://picsum.photos/seed/linen-earrings-burgundy-387-2/600/600|https://picsum.photos/seed/linen-earrings-burgundy-387-3/600/600|https://picsum.photos/seed/linen-earrings-burgundy-387-4/600/600
Leather Slippers Navy,GRS-0388,37,,116,Footwear,Aysel Tekstil,Leather slippers in navy,Handcrafted leather slippers finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/leather-slippers-navy-388-1/600/600|https://picsum.photos/seed/leather-slippers-navy-388-2/600/600|https://picsum.photos/seed/leather-slippers-navy-388-3/600/600
Cashmere Duffel Burgundy,GRS-0389,50,,13,Bags & leather goods,Bursa Atelier,Cashmere duffel in burgundy,Handcrafted cashmere duffel finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/cashmere-duffel-burgundy-389-1/600/600|https://picsum.photos/seed/cashmere-duffel-burgundy-389-2/600/600|https://picsum.photos/seed/cashmere-duffel-burgundy-389-3/600/600|https://picsum.photos/seed/cashmere-duffel-burgundy-389-4/600/600
Cotton Kaftan Navy,GRS-0390,63,103,30,Apparel & clothing,Anatolia Co.,Cotton kaftan in navy,Handcrafted cotton kaftan finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/cotton-kaftan-navy-390-1/600/600|https://picsum.photos/seed/cotton-kaftan-navy-390-2/600/600|https://picsum.photos/seed/cotton-kaftan-navy-390-3/600/600
Wool Curtain Burgundy,GRS-0391,76,,47,Textiles & home,House label,Wool curtain in burgundy,Handcrafted wool curtain finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/wool-curtain-burgundy-391-1/600/600|https://picsum.photos/seed/wool-curtain-burgundy-391-2/600/600|https://picsum.photos/seed/wool-curtain-burgundy-391-3/600/600|https://picsum.photos/seed/wool-curtain-burgundy-391-4/600/600
Denim Scarf Navy,GRS-0392,89,,64,Accessories,Aysel Tekstil,Denim scarf in navy,Handcrafted denim scarf finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/denim-scarf-navy-392-1/600/600|https://picsum.photos/seed/denim-scarf-navy-392-2/600/600|https://picsum.photos/seed/denim-scarf-navy-392-3/600/600
Canvas Sneakers Burgundy,GRS-0393,102,117,81,Footwear,Bursa Atelier,Canvas sneakers in burgundy,Handcrafted canvas sneakers finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/canvas-sneakers-burgundy-393-1/600/600|https://picsum.photos/seed/canvas-sneakers-burgundy-393-2/600/600|https://picsum.photos/seed/canvas-sneakers-burgundy-393-3/600/600|https://picsum.photos/seed/canvas-sneakers-burgundy-393-4/600/600
Silk Crossbody Bag Navy,GRS-0394,115,,98,Bags & leather goods,Anatolia Co.,Silk crossbody bag in navy,Handcrafted silk crossbody bag finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/silk-crossbody-bag-navy-394-1/600/600|https://picsum.photos/seed/silk-crossbody-bag-navy-394-2/600/600|https://picsum.photos/seed/silk-crossbody-bag-navy-394-3/600/600
Suede Shirt Burgundy,GRS-0395,128,,115,Apparel & clothing,House label,Suede shirt in burgundy,Handcrafted suede shirt finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/suede-shirt-burgundy-395-1/600/600|https://picsum.photos/seed/suede-shirt-burgundy-395-2/600/600|https://picsum.photos/seed/suede-shirt-burgundy-395-3/600/600|https://picsum.photos/seed/suede-shirt-burgundy-395-4/600/600
Velvet Blanket Navy,GRS-0396,141,171,12,Textiles & home,Aysel Tekstil,Velvet blanket in navy,Handcrafted velvet blanket finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/velvet-blanket-navy-396-1/600/600|https://picsum.photos/seed/velvet-blanket-navy-396-2/600/600|https://picsum.photos/seed/velvet-blanket-navy-396-3/600/600
Linen Hat Burgundy,GRS-0397,154,,29,Accessories,Bursa Atelier,Linen hat in burgundy,Handcrafted linen hat finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/linen-hat-burgundy-397-1/600/600|https://picsum.photos/seed/linen-hat-burgundy-397-2/600/600|https://picsum.photos/seed/linen-hat-burgundy-397-3/600/600|https://picsum.photos/seed/linen-hat-burgundy-397-4/600/600
Leather Boots Navy,GRS-0398,167,,46,Footwear,Anatolia Co.,Leather boots in navy,Handcrafted leather boots finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/leather-boots-navy-398-1/600/600|https://picsum.photos/seed/leather-boots-navy-398-2/600/600|https://picsum.photos/seed/leather-boots-navy-398-3/600/600
Cashmere Clutch Burgundy,GRS-0399,180,225,63,Bags & leather goods,House label,Cashmere clutch in burgundy,Handcrafted cashmere clutch finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/cashmere-clutch-burgundy-399-1/600/600|https://picsum.photos/seed/cashmere-clutch-burgundy-399-2/600/600|https://picsum.photos/seed/cashmere-clutch-burgundy-399-3/600/600|https://picsum.photos/seed/cashmere-clutch-burgundy-399-4/600/600
Cotton Kaftan Navy,GRS-0400,193,,80,Apparel & clothing,Aysel Tekstil,Cotton kaftan in navy,Handcrafted cotton kaftan finished by Anatolian artisans for everyday wear,https://picsum.photos/seed/cotton-kaftan-navy-400-1/600/600|https://picsum.photos/seed/cotton-kaftan-navy-400-2/600/600|https://picsum.photos/seed/cotton-kaftan-navy-400-3/600/600
